Job_Title,Company,Location,Salary_Min,Salary_Max,Description,Extracted_Skills,Longitude,Latitude,URL,Created,Experience_years,Experience_Level, Scikit_Learn,AWS,Docker,Google_Analytics,apache_airflow,azure,big_data,data_pipelines,deep_learning,etl,gcp,hadoop,java,kpi,kafka,kubernetes,machine_learning,pandas,power_bi,pytorch,python,r,sql,snowflake,spark,tableau,tensorflow,Avg_Salary,Skills
Analytics Consultant,DXC Technology Inc.,"Cernusco sul Naviglio, Provincia di Milano",32700.0,54500.0,"DXC Technology is looking for IBM Cloud Pak Consultant to join Analytics Offering. DXC Analytics is focused on providing customers innovative solutions and high added value, in the following areas: Analytics Solutions and Services, Big Data Platforms, Information Governance, Business Intelligence & Data Management, Artificial Intelligence and IoT Analytics. Responsibilities: Be responsible for design, implementation and support of the solution using appropriate tools and libraries. Work closely…",[],9.332369,45.526638,https://www.adzuna.it/land/ad/5018358308?se=dJMeZgv-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=7176374FACB1BD331DA73A0AC76E046DAACB84D1,2025-01-21,2,mid_level,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43600.0,['big_data']
Analytics Consultant,DXC Technology Inc.,"Provincia di Roma, Lazio",32700.0,54500.0,"DXC Technology is looking for IBM Cloud Pak Consultant to join Analytics Offering. DXC Analytics is focused on providing customers innovative solutions and high added value, in the following areas: Analytics Solutions and Services, Big Data Platforms, Information Governance, Business Intelligence & Data Management, Artificial Intelligence and IoT Analytics. Responsibilities: Be responsible for design, implementation and support of the solution using appropriate tools and libraries. Work closely…",[],12.715378,41.936224,https://www.adzuna.it/land/ad/5018331456?se=dJMeZgv-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=6715247A89906EA339334737EBC7FF25F966E93E,2025-01-21,2,mid_level,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43600.0,['big_data']
Analytics Consultant,DXC Technology,"Provincia di Roma, Lazio",32700.0,54500.0,"Job Description: DXC Technology is looking for IBM Cloud Pak Consultant to join Analytics Offering. DXC Analytics is focused on providing customers innovative solutions and high added value, in the following areas: Analytics Solutions and Services, Big Data Platforms, Information Governance, Business Intelligence & Data Management, Artificial Intelligence and IoT Analytics. Responsibilities: Be responsible for design, implementation and support of the solution using appropriate tools and librar…",[],12.715378,41.936224,https://www.adzuna.it/land/ad/5057301377?se=dJMeZgv-7xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=17DFC2D5BABD9490C1D4D9CE80BF6BEAFB904154,2025-02-20,4,mid_level,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43600.0,['big_data']
Analytics Consultant,RedBlue IT Professionals,"Heel, Maasgouw",98100.0,163500.0,"ONS VERHAAL RedBlue IT Professionals detacheert senior IT Professionals op projecten bij vooraanstaande organisaties in Nederland, Duitsland en Belgi . ""Red"" staat voor onze Oracle expertise en ""Blue"" staat voor SAP expertise. Sinds de overname door Oracle hoort Java daar ook bij. In 2008 werd RedBlue door Ron du Fijn en Raoul Zeilstra opgericht met het idee dat de samenwerking en beloning in de detachering anders, beter en leuker kon. Er werd gestart met het bedrijfsmodel waar geen uitgaven wo…",[],5.92324,51.17651,https://www.adzuna.nl/details/5079363343?utm_medium=api&utm_source=019ec8e4,2025-03-06,3,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130800.0,['java']
Analytics Consultant,Norstella,"Charleston, Kanawha County",105058.84,105058.84,"Analytic Consultant Company: MMIT Location: Remote, United States Date Posted: Mar 6, 2025 Employment Type: Full Time Job ID: R-995 Description Norstella unites market-leading companies that all have a shared goal of improving patient access. Each organization (Evaluate, MMIT, Panalgo, The Dedham Group) delivers must-have answers for critical strategic and commercial decision-making. Together, we help our clients: - Assess the market need and competitive landscape - Know precisely which drugs t…",[],-81.63006,38.35162,https://www.adzuna.com/details/5085427754?utm_medium=api&utm_source=019ec8e4,2025-03-10,4,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,105058.84,['r']
Analytics Consultant,Norstella,"Charleston, Kanawha County",94210.88,94210.88,"Senior Analytic Consultant Company: Panalgo Location: Remote, United States Date Posted: Mar 6, 2025 Employment Type: Full Time Job ID: R-1002 Description Panalgo's mission is to improve healthcare through innovative analytics. Our team has built a next-generation analytics platform, Instant Health Data (IHD), to bring researchers together to generate insights into improving population health, quality of care, and managing costs. Our remarkable platform, Instant Health Data (IHD), brings togeth…",[],-81.63006,38.35162,https://www.adzuna.com/details/5085427755?utm_medium=api&utm_source=019ec8e4,2025-03-10,10,senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,94210.88,['r']
Analytics Consultant,Tiger Analytics,"Jersey City, Hudson County",96633.39,96633.39,"Tiger Analytics is an advanced analytics consulting firm. We are the trusted analytics partner for several Fortune 100 companies, enabling them to generate business value from data. Our consultants bring deep expertise in Data Science, Machine Learning and AI. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. We are looking for someone with a good blend of business consulting skills and data analytics background. If you are …",[],-74.0447,40.721832,https://www.adzuna.com/details/4670996317?utm_medium=api&utm_source=019ec8e4,2024-04-30,13,expert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,96633.39,['machine_learning']
Analytics Consultant,Tiger Analytics,"Jersey City, Hudson County",126023.49,126023.49,"Tiger Analytics is an advanced analytics consulting firm. We are the trusted analytics partner for several Fortune 100 companies, enabling them to generate business value from data. Our consultants bring deep expertise in Data Science, Machine Learning and AI. Our business value and leadership has been recognized by various market research firms, including Forrester and Gartner. We are looking for someone with a good blend of business consulting skills and data analytics background. If you are …",[],-74.0447,40.721832,https://www.adzuna.com/details/4843772884?utm_medium=api&utm_source=019ec8e4,2024-08-29,15,expert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126023.49,['machine_learning']
Analytics Consultant,Tiger Analytics,"Jersey City, Hudson County",179306.73,179306.73,"Tiger Analytics is an advanced analytics consulting firm. We are the trusted analytics partner for several Fortune 500 companies, enabling them to generate business value from data. Our consultants bring deep expertise in Data Science, Machine Learning, and AI. Our business value and leadership have been recognized by various market research firms, including Forrester and Gartner. We are headquartered in Silicon Valley and have our global delivery center in India. If you are passionate to work …",[],-74.0447,40.721832,https://www.adzuna.com/details/5014265920?utm_medium=api&utm_source=019ec8e4,2025-01-17,12,expert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,179306.73,['machine_learning']
Analytics Consultant,Tiger Analytics,"Jersey City, Hudson County",171476.95,171476.95,"Tiger Analytics is an advanced analytics consulting firm. We are the trusted analytics partner for several Fortune 500 companies, enabling them to generate business value from data. Our consultants bring deep expertise in Data Science, Machine Learning, and AI. Our business value and leadership have been recognized by various market research firms, including Forrester and Gartner. We are headquartered in Silicon Valley and have our global delivery center in India. If you are passionate to work …",[],-74.0447,40.721832,https://www.adzuna.com/details/4908729945?utm_medium=api&utm_source=019ec8e4,2024-10-21,11,expert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171476.95,['machine_learning']
Data Scientist,OpenClassrooms,"La-Madeleine, Lille",117720.0,209280.0,"Description du poste Apprenez un métier d’avenir en alternance avec OpenClassrooms. Un partenaire de l’école OpenClassrooms recherche un Data Scientist / Machine Learning Engineer (F/H) en alternance, pour préparer une de ses formations diplômantes reconnues par l’État. Attention : cette offre ne s’adresse qu’aux candidats à l’alternance qui effectuent leur formation avec OpenClassrooms. Seules les candidatures répondant à ces critères seront étudiées. Avec OpenClassrooms, vous apprendrez un mé…",[],3.06302,50.63718,https://www.adzuna.fr/land/ad/5077642636?se=NiOn5vH97xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=434B15F0FF47E9C89D9951528CB3FC7A22E58E32,2025-03-05,14,expert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163500.0,['machine_learning']
Machine Learning Engineer,TN Italy,"Provincia di Brescia, Lombardia",54500.0,76300.0,"Social network you want to login/join with: Machine Learning/Data-Science Software Engineer, Province of Brescia Client: CompuGroup Medical Location: Province of Brescia, Italy Job Category: Other EU work permit required: Yes Job Reference: 03c1f6e329eb Job Views: 34 Posted: 06.03.2025 Expiry Date: 20.04.2025 Job Description: CompuGroup Medical is a world-wide company playing in the healthcare industry. In Italy, it is leading the market of ERP software for pharmacies, with more than 50% of the…",[],10.263698,45.651602,https://www.adzuna.it/land/ad/5083567845?se=aGm3xvL97xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=E842DA210C0C66CFCB41197887C6B7F9E486DA57,2025-03-09,1,junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65400.0,['machine_learning']
Data Engineer,Unit8,"Warszawa, mazowieckie",66000.0,84000.0,"Who We Are Founded in 2017, Unit8 is a fast-growing Swiss AI and data analytics consulting and services company dedicated to solving complex problems of traditional industries like automotive, chemical, financial services, manufacturing and pharma. We work with some of the biggest organisations in Europe to solve the challenges that directly affect their business - be it operations, finance, manufacturing or R&D. Since our foundation, we have successfully delivered more than 150 projects and ha…",[],21.2453,52.21519,https://www.adzuna.pl/land/ad/5077274837?se=-kH_3PL97xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=199F23E6DD3DAAB93D79C2BDFAA7FFEAA2FCECA2,2025-03-05,5,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75000.0,['r']
Data Engineer,Unit8,"Wrocław, dolnośląskie",66000.0,84000.0,"Who We Are Founded in 2017, Unit8 is a fast-growing Swiss AI and data analytics consulting and services company dedicated to solving complex problems of traditional industries like automotive, chemical, financial services, manufacturing and pharma. We work with some of the biggest organisations in Europe to solve the challenges that directly affect their business - be it operations, finance, manufacturing or R&D. Since our foundation, we have successfully delivered more than 150 projects and ha…",[],17.03854,51.10789,https://www.adzuna.pl/land/ad/5077279762?se=-kH_3PL97xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=66F805AE62F6E24E72543725C250D0489F8822F3,2025-03-05,4,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75000.0,['r']
Data Engineer,Unit8,"Kraków, małopolskie",66000.0,84000.0,"Who We Are Founded in 2017, Unit8 is a fast-growing Swiss AI and data analytics consulting and services company dedicated to solving complex problems of traditional industries like automotive, chemical, financial services, manufacturing and pharma. We work with some of the biggest organisations in Europe to solve the challenges that directly affect their business - be it operations, finance, manufacturing or R&D. Since our foundation, we have successfully delivered more than 150 projects and ha…",[],20.17848,50.1024,https://www.adzuna.pl/land/ad/5077279767?se=-kH_3PL97xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=A4BCA5E04216B614CAF9E2E18207318BD2F35143,2025-03-05,4,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75000.0,['r']
Data Scientist,OpenClassrooms,"La-Madeleine, Lille",117720.0,209280.0,"Description du poste Apprenez un métier d’avenir en alternance avec OpenClassrooms. Un partenaire de l’école OpenClassrooms recherche un Data Scientist / Machine Learning Engineer (F/H) en alternance, pour préparer une de ses formations diplômantes reconnues par l’État. Attention : cette offre ne s’adresse qu’aux candidats à l’alternance qui effectuent leur formation avec OpenClassrooms. Seules les candidatures répondant à ces critères seront étudiées. Avec OpenClassrooms, vous apprendrez un mé…",[],3.06302,50.63718,https://www.adzuna.fr/land/ad/5077642636?se=_stS59797xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=434B15F0FF47E9C89D9951528CB3FC7A22E58E32,2025-03-05,13,expert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163500.0,['machine_learning']
Data Scientist,Virgin Atlantic,"Crawley, West Sussex",51924.6,51924.6,"Senior Analyst - Data Science - Crawley Job details Salary: Competitive Hours: Full Time Location: Hybrid working -The VHQ Crawley(3 days on site and 2 days from home) Contract: Permanent Closing Date: 8th March 2025 In a nutshell Are you ready to transform data into powerful insights that drive the future of Virgin Atlantic? As a Senior Data Scientist, you will harness predictive modelling, cutting-edge machine learning and GenAI to deliver actionable insights that directly influence key busin…",[],-0.182914,51.1133,https://www.adzuna.co.uk/jobs/land/ad/5082428007?se=Kpmw9N797xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=B9C2747CD8769947668EBCD8CB36EE812BE27C04,2025-03-08,5,senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51924.6,['machine_learning']
Machine Learning Engineer,BYRON'S HOLDING S.P.A.,"Provincia di Roma, Lazio",54500.0,76300.0,"Direct message the job poster from BYRON'S HOLDING S.P.A. Seniority level Associate Employment type Full-time Job function Information Technology Industries: IT Services and IT Consulting Job Title Generative AI & Machine Learning Engineer Data Scientist - Generative AI Specialist Python and Kubernetes Software Engineer - Data, AI/ML & Analytics Graph Drawing Data Scientist (Rif. 2025-41) Senior Business Analyst | ML/AI/Data Science Data Business Insight & Development – Industry Sector [Life Sc…",[],12.715378,41.936224,https://www.adzuna.it/land/ad/5080633148?se=YO3Vo9_97xG4RvxJ6qmL_Q&utm_medium=api&utm_source=019ec8e4&v=FFFBD2485F3D860038BD65EEC65607B844AC2D0C,2025-03-07,3,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,65400.0,"['kubernetes', 'machine_learning', 'python']"
Data Engineer,Hunters Group,"Perugia, Provincia di Perugia",54500.0,76300.0,"245persone hannogià visualizzato questa offerta Dettagli opportunità Settore: Funzione: Tipo di Contratto: Codice opportunità: Descrizione Innovativa e prestigiosa azienda di prodotto, leader internazionale in ambito Artificial Intelligence Principali responsabilità L'AI Engineer avrà le seguenti responsabilità Project Management: Condurre progetti di Machine Learning end-to-end, coinvolgendo interazioni con il cliente, raccolta dei requisiti e stime di tempi; Analisi dei Requisiti : Collaborar…",[],12.391248,43.105793,https://www.adzuna.it/land/ad/4934754322?se=YO3Vo9_97xG4RvxJ6qmL_Q&utm_medium=api&utm_source=019ec8e4&v=D82F8F3E67D770F54A3D09084AFB32134898DEEB,2024-11-11,1,junior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65400.0,['machine_learning']
Data Engineer,Sia,"Provincia di Milano, Lombardia",32700.0,54500.0,"Descrizione dell'azienda Descrizione del lavoro Sia Partners ricerca un Associate Consultant - Data Scientist / AI Engineer da inserire in progetti in Italia o all’estero di trasformazione digitale all'interno della Business Line globale di Artificial Intelligence e Data Science. In Sia Partners, il team di AI&DS non solo sviluppa e applica le proprie competenze in ambito Artificial Intelligence e Machine Learning, ma si occupa anche di comprendere fenomeni legati al Business dei nostri Clienti…",[],9.138379,45.473082,https://www.adzuna.it/land/ad/5080649138?se=yiGgrt_97xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=A67E9B455588AECF1CC21AB1F1D2067B535F9319,2025-03-07,2,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43600.0,['machine_learning']
Machine Learning Engineer,able.tech,"Warszawa, mazowieckie",18000.0,27000.0,"able.tech is a dynamic, software development agency that specialises in web application development, data pipelines, analytics, business intelligence, UI/UX design, and Azure-hosted cloud services. Our mission is to build robust, best-in-class B2B software solutions while fostering rewarding, lasting partnerships with our clients. While we are based out of the UK, we are fully remote, with a tight-knit and diverse team located across the Middle East, Europe and USA. Job Description: As the Mach…",[],21.2453,52.21519,https://www.adzuna.pl/land/ad/5052415090?se=tg3el-D97xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=F0E38175A4A78F6C7215B68D79917B3E45D1400C,2025-02-16,2,junior,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500.0,"['azure', 'data_pipelines']"
Data Scientist,Vibe Recruit Limited,"Curbridge, Witney",65520.0,78624.0,"Senior Data Management Analyst A world leading medical device and health care company, now have a need for a Senior Data Management Analyst. The Senior Data Management Analyst will lead and direct data management activities in support of R&D, and clinical affairs, along with the development of data management processes and procedures. You will provide further support and the provision of resource to the Statistics, Clinical Affairs and Science Support Groups, where appropriate. Main Responsibil…",[],-1.514539,51.788,https://www.adzuna.co.uk/jobs/land/ad/5081804803?se=FmgSeeP97xG4RvxJ6qmL_Q&utm_medium=api&utm_source=019ec8e4&v=FFDE58BA073678D00E24D0D261333313E082568D,2025-03-07,8,senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72072.0,['r']
Data Analyst,Catering Pomelo,"Wiązowna, mazowieckie",21000.0,27000.0,"O biznesie: Jesteśmy w momencie, w którym nasz biznes ecommerce dynamiczne rośnie rok do roku. Wraz z tym rosną nasze potrzeby. Działamy szybko z dużą koncentracją na wynikach biznesowych. Sprawne testujemy nowe pomysły, aby znaleźć co działa, dlatego ważne są dla nas dane, a przede wszystkim wnioski, które na ich podstawie wyciągamy. Poszukujemy Power BI Developera / Analityka do naszego nowego, małego i zwinnego zespołu, w skład którego wchodzić będą: BI Developer - może to Ty? ;) Data Analys…",[],21.29143,52.17062,https://www.adzuna.pl/land/ad/5068793808?se=elW12OT97xG4RvxJ6qmL_Q&utm_medium=api&utm_source=019ec8e4&v=152FA373AA8B32137015F8BD1F890A06FCC65D61,2025-03-01,2,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24000.0,['power_bi']
Data Analyst,RWJBarnabas Health Corporate Services,"Oceanport, Monmouth County",86819.11,86819.11,"The Senior Business Data Analyst will be leading advanced analytic projects supporting RWJBH, using data to solve strategic and research problems. The Senior Business Data Analyst will wrangle large and complex data sets and build machine learning models to aid Revenue Cycle & Finance initiatives across operations & strategy. The Senior Business Data Analyst will conduct appropriate analyses and present results in an innovative format and informative visualizations for a broad audience. The Sen…",[],-74.012385,40.31794,https://www.adzuna.com/land/ad/5067654058?se=cOFJMOX97xGzGerf98hqtQ&utm_medium=api&utm_source=019ec8e4&v=E0EF4C75292C44CC89FC93C354A5A0BA244702D6,2025-02-28,9,senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,86819.11,['machine_learning']
Data Engineer,,"Pretoria, Tshwane",77760.0,77760.0,"We are looking for a BI Analyst and Architect with experience in Oracle and PostgreSQL and AWS Glue. To grab this opportunity, you need to have the ability to develop within a specific sought-after programming language and or Cloud services and you need to have strong working knowledge with software development tools, techniques and approaches used to generate and prepare data to be used by the application solutions. APPY NOW Requirements: 8 years experience in ETL (Oracle and or Informatica an…",[],28.18472,-25.725,https://www.adzuna.co.za/land/ad/5046691533?se=HPZShOX97xG4RvxJ6qmL_Q&utm_medium=api&utm_source=019ec8e4&v=1DA52EADC4E78F7D9E725DB014C4CBBA39453C74,2025-02-12,8,senior,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77760.0,"['AWS', 'etl']"
Data Engineer,Unit8,"Warszawa, mazowieckie",66000.0,84000.0,"Who We Are Founded in 2017, Unit8 is a fast-growing Swiss AI and data analytics consulting and services company dedicated to solving complex problems of traditional industries like automotive, chemical, financial services, manufacturing and pharma. We work with some of the biggest organisations in Europe to solve the challenges that directly affect their business - be it operations, finance, manufacturing or R&D. Since our foundation, we have successfully delivered more than 150 projects and ha…",[],21.2453,52.21519,https://www.adzuna.pl/land/ad/5077274837?se=HrHEC-n97xG4RvxJ6qmL_Q&utm_medium=api&utm_source=019ec8e4&v=199F23E6DD3DAAB93D79C2BDFAA7FFEAA2FCECA2,2025-03-05,4,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75000.0,['r']
Data Engineer,Unit8,"Wrocław, dolnośląskie",66000.0,84000.0,"Who We Are Founded in 2017, Unit8 is a fast-growing Swiss AI and data analytics consulting and services company dedicated to solving complex problems of traditional industries like automotive, chemical, financial services, manufacturing and pharma. We work with some of the biggest organisations in Europe to solve the challenges that directly affect their business - be it operations, finance, manufacturing or R&D. Since our foundation, we have successfully delivered more than 150 projects and ha…",[],17.03854,51.10789,https://www.adzuna.pl/land/ad/5077279762?se=HrHEC-n97xG4RvxJ6qmL_Q&utm_medium=api&utm_source=019ec8e4&v=66F805AE62F6E24E72543725C250D0489F8822F3,2025-03-05,5,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75000.0,['r']
Data Engineer,Unit8,"Kraków, małopolskie",66000.0,84000.0,"Who We Are Founded in 2017, Unit8 is a fast-growing Swiss AI and data analytics consulting and services company dedicated to solving complex problems of traditional industries like automotive, chemical, financial services, manufacturing and pharma. We work with some of the biggest organisations in Europe to solve the challenges that directly affect their business - be it operations, finance, manufacturing or R&D. Since our foundation, we have successfully delivered more than 150 projects and ha…",[],20.17848,50.1024,https://www.adzuna.pl/land/ad/5077279767?se=HrHEC-n97xG4RvxJ6qmL_Q&utm_medium=api&utm_source=019ec8e4&v=A4BCA5E04216B614CAF9E2E18207318BD2F35143,2025-03-05,5,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,75000.0,['r']
Data Scientist,OpenClassrooms,"La-Madeleine, Lille",117720.0,209280.0,"Description du poste Apprenez un métier d’avenir en alternance avec OpenClassrooms. Un partenaire de l’école OpenClassrooms recherche un Data Scientist / Machine Learning Engineer (F/H) en alternance, pour préparer une de ses formations diplômantes reconnues par l’État. Attention : cette offre ne s’adresse qu’aux candidats à l’alternance qui effectuent leur formation avec OpenClassrooms. Seules les candidatures répondant à ces critères seront étudiées. Avec OpenClassrooms, vous apprendrez un mé…",[],3.06302,50.63718,https://www.adzuna.fr/land/ad/5077642636?se=9i7Ba-v97xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=434B15F0FF47E9C89D9951528CB3FC7A22E58E32,2025-03-05,12,expert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163500.0,['machine_learning']
Data Engineer,Client Server,"Soho, West London",119700.0,119700.0,"Python Software Engineer / Developer (AWS Machine Learning) London / WFH to £95k Are you a Python Software Engineer with an interest in Machine Learning? You could be progressing your career working on bleeding edge, Machine Learning and AI powered, audio fraud detection software used by all UK banks, the emergency services and a range of other clients to prevent and detect fraudulent call activities. As a Python Software Engineer within the model development team, you'll develop cutting-edge d…",[],-0.132846,51.514656,https://www.adzuna.co.uk/jobs/land/ad/5080331019?se=xl-Foev97xG4RvxJ6qmL_Q&utm_medium=api&utm_source=019ec8e4&v=272E135DFE1AEBF7203C688F1EA443E01727B178,2025-03-07,9,senior,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,119700.0,"['AWS', 'machine_learning', 'python']"
Data Engineer,Client Server,"London, UK",86784.19,86784.19,"Python Software Engineer / Developer (AWS Machine Learning) London / WFH to £95k Are you a Python Software Engineer with an interest in Machine Learning? You could be progressing your career working on bleeding edge, Machine Learning and AI powered, audio fraud detection software used by all UK banks, the emergency services and a range of other clients to prevent and detect fraudulent call activities. As a Python Software Engineer within the model development team, you'll develop cutting-edge d…",[],-0.139134,51.503378,https://www.adzuna.co.uk/jobs/land/ad/5082042958?se=AJeWpuv97xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=AEFACD48E105D05221849EF52C2B2ED4EF3B27FF,2025-03-08,4,mid_level,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,86784.19,"['AWS', 'machine_learning', 'python']"
Machine Learning Engineer,WMtech,"Ashton-Under-Lyne, Greater Manchester",100347.72,100347.72,"Snr ML Engineer – Machine Learning, LLMs, MLOps, RAG, Prompt Engineering, UK Remote My client is revolutionizing the way businesses are leveraging AI with cutting edge Machine Learning technologies. Recently funded and looking for Snr ML Engineers to join the mission to innovate and make an impact. What You'll Do As a Senior Machine Learning Engineer, you will: Design, build, and deploy scalable machine learning models and systems. Work extensively with Large Language Models (LLMs) to develop i…",[],-2.09777,53.487499,https://www.adzuna.co.uk/jobs/land/ad/5051712880?se=AJeWpuv97xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=1AFF2C4406EA30DECE69C697512BEBF8F0C39584,2025-02-16,10,senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100347.72,['machine_learning']
Machine Learning Engineer,WMtech,"Altrincham, Greater Manchester",95104.6,95104.6,"Snr ML Engineer – Machine Learning, LLMs, MLOps, RAG, Prompt Engineering, UK Remote My client is revolutionizing the way businesses are leveraging AI with cutting edge Machine Learning technologies. Recently funded and looking for Snr ML Engineers to join the mission to innovate and make an impact. What You'll Do As a Senior Machine Learning Engineer, you will: Design, build, and deploy scalable machine learning models and systems. Work extensively with Large Language Models (LLMs) to develop i…",[],-2.3547,53.383801,https://www.adzuna.co.uk/jobs/land/ad/5051713132?se=AJeWpuv97xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=3FCA246A6C4753B694978650CD5043B653B7DB7C,2025-02-16,2,mid_level,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95104.6,['machine_learning']
Machine Learning Engineer,WMtech,"Covent Garden, Central London",107272.56,107272.56,"Snr ML Engineer – Machine Learning, LLMs, MLOps, RAG, Prompt Engineering, UK Remote My client is revolutionizing the way businesses are leveraging AI with cutting edge Machine Learning technologies. Recently funded and looking for Snr ML Engineers to join the mission to innovate and make an impact. What You'll Do As a Senior Machine Learning Engineer, you will: Design, build, and deploy scalable machine learning models and systems. Work extensively with Large Language Models (LLMs) to develop i…",[],-0.12845,51.5114,https://www.adzuna.co.uk/jobs/land/ad/5051713124?se=AJeWpuv97xGwBbnwyHA-oA&utm_medium=api&utm_source=019ec8e4&v=05ED07E5FE16278A4A55A9C561F8D3849537F320,2025-02-16,8,senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,107272.56,['machine_learning']
